id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB$_5$],current_acc_[MEB$_5$],mean_acc_[MEB$_{50}$],current_acc_[MEB$_{50}$],mean_acc_[MEB$_{100}$],current_acc_[MEB$_{100}$],mean_acc_[MEB$_{300}$],current_acc_[MEB$_{300}$],model_size_[ARSLVQ],model_size_[MEB$_5$],model_size_[MEB$_{50}$],model_size_[MEB$_{100}$],model_size_[MEB$_{300}$]
19390,0.819063,0.885000,0.751302,0.785000,0.850729,0.805000,0.762708,0.925000,0.774062,0.725000,8.858398,23.770508,45.383789,47.219727,66.040039
19590,0.819948,0.905000,0.752010,0.820000,0.850876,0.865000,0.764072,0.895000,0.774124,0.780000,8.858398,15.704102,42.059570,46.532227,61.641602
19790,0.820714,0.895000,0.752194,0.770000,0.850459,0.810000,0.765255,0.880000,0.774184,0.780000,8.858398,17.434570,46.852539,57.540039,64.543945
19990,0.821364,0.885000,0.752172,0.750000,0.850909,0.895000,0.766818,0.920000,0.773535,0.710000,8.858398,21.696289,42.879883,65.086914,66.446289
20190,0.822400,0.925000,0.752250,0.760000,0.850650,0.825000,0.767700,0.855000,0.773650,0.785000,8.858398,19.469727,45.899414,54.727539,61.024414
20390,0.822921,0.875000,0.752376,0.765000,0.850891,0.875000,0.768218,0.820000,0.773168,0.725000,8.858398,22.067383,38.227539,51.090820,64.418945
20590,0.823775,0.910000,0.752990,0.815000,0.850588,0.820000,0.769020,0.850000,0.773088,0.765000,8.858398,22.333008,38.879883,51.442383,65.465820
20790,0.824466,0.895000,0.752476,0.700000,0.850922,0.885000,0.770243,0.895000,0.772864,0.750000,8.858398,21.297852,45.352539,48.543945,60.458008
20990,0.824808,0.860000,0.751971,0.700000,0.850817,0.840000,0.770817,0.830000,0.772740,0.760000,8.858398,18.399414,43.950195,41.653320,56.149414
21190,0.825524,0.900000,0.752333,0.790000,0.850619,0.830000,0.771952,0.890000,0.772238,0.720000,8.858398,22.329102,32.899414,44.192383,61.313477
21390,0.826321,0.910000,0.752925,0.815000,0.851321,0.925000,0.773396,0.925000,0.772689,0.820000,8.858398,22.481445,31.743164,47.028320,61.270508
21590,0.826822,0.880000,0.752383,0.695000,0.851682,0.890000,0.774533,0.895000,0.772383,0.740000,8.858398,22.141602,33.274414,39.211914,55.754883
21790,0.827824,0.935000,0.752963,0.815000,0.852222,0.910000,0.775787,0.910000,0.772500,0.785000,8.858398,18.403320,36.848633,46.821289,54.258789
21990,0.828440,0.895000,0.753349,0.795000,0.852706,0.905000,0.777156,0.925000,0.772385,0.760000,8.858398,23.551758,43.852539,53.325195,57.211914
22190,0.829182,0.910000,0.752955,0.710000,0.852909,0.875000,0.778227,0.895000,0.772364,0.770000,8.858398,20.016602,33.247070,48.750977,59.676758
22390,0.829865,0.905000,0.752658,0.720000,0.852613,0.820000,0.779414,0.910000,0.771937,0.725000,8.858398,15.141602,42.297852,54.208008,53.641602
22590,0.830446,0.895000,0.753080,0.800000,0.852857,0.880000,0.780357,0.885000,0.771875,0.765000,8.858398,19.926758,47.305664,47.579102,61.614258
22790,0.831239,0.920000,0.753363,0.785000,0.853274,0.900000,0.781637,0.925000,0.771903,0.775000,8.858398,23.411133,46.696289,47.028320,66.543945
22990,0.831886,0.905000,0.753158,0.730000,0.853816,0.915000,0.781886,0.810000,0.771886,0.770000,8.858398,20.278320,54.641602,51.497070,63.532227
23190,0.832739,0.930000,0.753739,0.820000,0.854043,0.880000,0.783043,0.915000,0.772087,0.795000,8.858398,19.668945,39.817383,50.547852,68.473633
23390,0.833621,0.935000,0.753793,0.760000,0.854138,0.865000,0.783793,0.870000,0.772284,0.795000,8.858398,20.758789,39.247070,54.442383,63.458008
23590,0.834231,0.905000,0.753803,0.755000,0.854274,0.870000,0.784402,0.855000,0.772607,0.810000,8.858398,21.172852,40.875977,42.329102,48.172852
23790,0.835212,0.950000,0.753263,0.690000,0.854492,0.880000,0.785593,0.925000,0.772585,0.770000,8.858398,17.426758,43.418945,47.418945,57.168945
23990,0.836176,0.950000,0.753235,0.750000,0.855000,0.915000,0.786555,0.900000,0.772689,0.785000,8.858398,24.485352,41.356445,46.266602,61.680664
24190,0.837042,0.940000,0.752375,0.650000,0.855042,0.860000,0.787500,0.900000,0.773125,0.825000,8.858398,19.485352,48.325195,43.793945,61.157227
24390,0.837810,0.930000,0.752851,0.810000,0.855124,0.865000,0.788182,0.870000,0.773802,0.855000,8.858398,23.450195,49.286133,48.309570,55.215820
24590,0.838525,0.925000,0.753033,0.775000,0.855656,0.920000,0.789139,0.905000,0.774139,0.815000,8.858398,17.235352,44.188477,50.379883,62.602539
24790,0.839146,0.915000,0.752683,0.710000,0.855610,0.850000,0.789106,0.785000,0.774024,0.760000,8.858398,21.469727,48.700195,54.911133,62.559570
24990,0.839718,0.910000,0.752016,0.670000,0.856048,0.910000,0.789556,0.845000,0.774274,0.805000,8.858398,21.875977,47.758789,61.879883,62.047852
25190,0.840320,0.915000,0.751680,0.710000,0.856080,0.860000,0.789880,0.830000,0.774560,0.810000,8.858398,24.360352,38.375977,54.915039,62.047852
